name,ranking,tier,LP,level,win,lose,winratio
´ÙÇ¥À½½ÄÀº³Ê¾ß,69,Challenger,656,187,1061,999,52%
Martyrs,72,Challenger,665,70,422,350,55%
yiwancibeishang,73,Challenger,662,193,886,832,52%
¼ºº¸°í±ÇÈñ¿ø,75,Challenger,640,163,884,830,52%
oyoyoy,78,Challenger,628,150,899,850,51%
µ¹ÀÜÄ¡¶§µµ¶õÀâÀ½,80,Challenger,621,190,929,874,52%
±¸¸°³»°¡½ÉÇÏ±¸³ª,83,Challenger,569,163,993,900,52%
jincanyi,85,Challenger,602,99,427,377,53%
JinAirSoHwan,92,Challenger,590,181,880,817,52%
¶§¸°´ë¶Ç¶§¸²,96,Challenger,581,75,308,251,55%
ÇÃ¸®¸®,100,Challenger,578,89,345,283,55%
½É½ÉÇ®ÀÌ³²½Å,106,Challenger,567,148,660,600,52%
MarkTime,110,Challenger,556,71,267,184,59%
ApkTolanD,113,Challenger,585,111,634,538,54%
liillili,114,Challenger,565,133,723,669,52%
ÅÆÅÆÅÆÅÆÅÆ,119,Challenger,542,108,519,463,53%
Wmir,123,Challenger,536,74,287,218,57%
APKCover,126,Challenger,531,69,254,171,60%
ÄªÂùÀºÇ×»óÂ¥¸´ÇØ,127,Challenger,552,123,586,519,53%
Shtumid,128,Challenger,527,114,734,640,53%
³²µ¿Çö,129,Challenger,524,139,759,708,52%
KTMia,136,Challenger,516,111,647,562,54%
¹Â¹Ç¸®Åõ½´,138,Challenger,513,127,755,699,52%
thgink9,142,Challenger,507,80,483,331,59%
»êÀ°»ìÀ°,146,Challenger,522,165,926,889,51%
BeterThanNothing,147,Challenger,505,103,457,419,52%
¿ÂÀÚÀÌÁ·,153,Challenger,481,128,762,711,52%
Xxfans,154,Challenger,493,88,301,259,54%
JAGUmTi,155,Challenger,491,101,371,313,54%
KTMATA,157,Challenger,491,58,104,61,63%
Borntodead,158,Challenger,490,88,452,382,54%
BtCOnFleek,161,Challenger,466,45,129,61,68%
ÇÏ´ÃºÎÅÍ¶¥±îÁö,165,Challenger,497,49,160,88,65%
¸¶À½ÀÌ¾ÆÇÂ°í·¡,166,Challenger,480,153,672,623,52%
Ivileye,169,Challenger,475,120,589,524,53%
CheonGo,170,Challenger,475,63,307,202,60%
lwandy,175,Challenger,461,196,1072,1009,52%
TOPGgoong,177,Challenger,452,108,502,455,52%
HuyaCaiqiKate,184,Challenger,442,119,634,581,52%
WithApd,185,Challenger,442,82,238,116,67%
douyu1097151,187,Challenger,457,122,744,700,52%
Foy,192,Challenger,418,146,781,706,53%
À±¼Ò¿Ï,194,Challenger,425,124,738,692,52%
ShiYue,195,Challenger,406,85,241,185,57%
KZRascal,196,Challenger,414,172,961,897,52%
Steel9,199,Challenger,348,138,887,842,51%
³²Æ÷µ¿Æ÷µ¿Æ÷µ¿,200,Challenger,347,97,295,248,54%
½Ã¸¶½Ã¸¶ÇÏ³ªÄÚ,201,Master,454,93,252,207,55%
GenGcuvee,202,Master,441,138,687,643,52%
¹«°Ô¸¦°ßµ®¶ó,203,Master,433,131,514,460,53%
jgthxplz,204,Master,462,61,285,244,54%
babyTangyuan,207,Master,421,88,560,497,53%
GoldgunsÇÏ,209,Master,420,69,356,252,59%
MAD¾ÆÀÎ½´Å¸ÀÎ,210,Master,417,133,843,805,51%
taesang,211,Master,415,193,1050,1004,51%
³Ê¾øÀÌµµ,215,Master,425,131,639,603,51%
¿ì¸£ÇÁrider,219,Master,437,213,1431,1390,51%
¿¬·áº¸±Ş,220,Master,402,133,870,818,52%
meiyoudalong,221,Master,401,85,359,315,53%
Ask¼¶Áı¾Æ±â°õ,224,Master,395,96,229,179,56%
Ä¿ÇÇ¹°Á¶ÀıÀåÀÎ,227,Master,392,177,828,788,51%
GenGLife,229,Master,374,229,1126,1032,52%
Icanwinwin,231,Master,396,75,428,344,55%
Mupago,234,Master,379,95,514,436,54%
asdojaiosjdo,235,Master,378,183,839,797,51%
Tarzan2,236,Master,378,130,626,556,53%
Independenceday1,240,Master,371,212,1232,1188,51%
ulRD1,246,Master,360,184,1022,970,51%
keaiqi,250,Master,354,46,140,74,65%
´Ù°ÅÁş¸»,251,Master,349,137,724,663,52%
ÂÌ±êÇÑ¿ìµ¿»ç¸®,255,Master,345,122,605,567,52%
alwaysconfident,258,Master,383,64,256,182,58%
KZSquid,262,Master,343,111,363,253,59%
CrazzyCat,268,Master,335,90,401,333,55%
cherrycherry,272,Master,327,74,466,338,58%
³ªÄ«³ë¿äÃ÷Ba,273,Master,326,140,745,699,52%
GenG¸ù,274,Master,326,130,588,531,53%
CuteBoy17,277,Master,323,104,650,586,53%
BurgerDragon,281,Master,319,106,505,462,52%
KDMEdge,284,Master,315,134,572,531,52%
TFBrave,285,Master,315,41,109,35,76%
³·¹ã¹Ù²Ù°í½Í¾î,286,Master,314,45,134,68,66%
ShiaC,291,Master,304,175,1197,1157,51%
qibaby,292,Master,304,68,221,140,61%
Áø¿¡¾îÄ«Ä«¿À,296,Master,278,110,527,497,51%
Cabelo,297,Master,298,141,854,807,51%
zhonggu0niubi,301,Master,296,165,755,723,51%
»ì±â½Ã·¯¿ä,302,Master,295,108,470,406,54%
»õ¾î¾Ç,310,Master,293,185,1019,984,51%
Nabi,311,Master,293,135,426,386,52%
µÅÁöµÅÁö¸Ó¸®,312,Master,292,138,668,638,51%
aerosmithv,314,Master,290,153,713,656,52%
nekoneko1,320,Master,285,142,611,583,51%
¼ö³Õ,322,Master,285,50,179,114,61%
aetcal,323,Master,283,108,651,604,52%
Luubaby,324,Master,280,147,751,712,51%
zIpgj,326,Master,277,112,504,455,53%
¿ìÀ¯ÆÏºù¼ö,327,Master,274,72,343,301,53%
´óÃ»ÀÕ,329,Master,269,153,928,875,51%
°ÔÀÓÀç¹Õ°ÔÇÏ½Ã³×,333,Master,263,147,639,595,52%
Und2rDog,334,Master,239,69,311,279,53%
Çì¸£,335,Master,260,119,242,199,55%
»ç¶ûÇØ³ªÀÇ¶óÄ­,339,Master,270,65,227,147,61%
UpgradeÇÒ°Å¾ß,340,Master,254,51,162,95,63%
Striveboy,341,Master,288,131,763,724,51%
GALA1,345,Master,254,155,877,828,51%
nef9,350,Master,245,150,678,635,52%
À¯³»Çö,351,Master,280,117,295,252,54%
ÇÏ·ç±×¸²ÀÚ,353,Master,243,129,595,563,51%
ÇØ¿î´ëºÒ°õ,355,Master,242,158,673,632,52%
Ioners,356,Master,241,103,382,327,54%
DoRun,357,Master,223,84,371,327,53%
GCADone,359,Master,235,69,325,263,55%
Deifinu,360,Master,234,98,323,293,52%
Cord8,364,Master,231,123,714,655,52%
GipsyDanger,367,Master,288,205,1213,1165,51%
½º¸Êµû¸Ô°í½Í´Ù,368,Master,229,45,136,66,67%
bullybully,369,Master,229,119,473,433,52%
ÅÂÀ»Ãµ»ó¿ø±º,371,Master,229,57,182,99,65%
PaddleStar,374,Master,199,143,826,752,52%
DoRaoN,376,Master,260,40,102,42,71%
oudiofei,380,Master,212,125,589,561,51%
Á¤½Åº´ÀÖÀ½ÁÖÀÇ,382,Master,220,103,282,234,55%
³ªÃ÷Ä«¸°,385,Master,216,96,504,467,52%
lovezxc,386,Master,175,107,519,495,51%
20001019z,390,Master,214,44,134,77,64%
¾ÆÄí¾Æ¶û²²,392,Master,213,39,96,31,76%
Wudan3lu,397,Master,207,184,906,870,51%
sibasakiroka,398,Master,207,189,711,675,51%
È£ÀÕÀÌ,399,Master,207,142,659,580,53%
RNGVector,401,Master,207,57,201,146,58%
SKTT1Pirean,402,Master,206,157,837,799,51%
°ø±ÙÀÍ¹«¿ä¿ø,404,Master,206,90,117,72,62%
swi3e,405,Master,205,73,353,304,54%
IDohan,408,Master,202,162,872,845,51%
Çìµ·,409,Master,202,129,573,528,52%
ÇÔ²²È­ÀÌÆÃ,410,Master,202,110,504,447,53%
ÆÛ½ÃÇÈ½ºÅÄ´Ùµå,411,Master,202,53,197,124,61%
MlSAENG,412,Master,200,40,102,44,70%
Àç´ÉÀÌ¾ø´Ù,413,Master,179,115,526,491,52%
gunwu,414,Master,195,119,586,548,52%
CloserCloser,415,Master,195,134,470,438,52%
ÇÒ¾Æºê°¡ÁÖÀÎ°ø,418,Master,243,141,636,587,52%
ÂùÀÌ¼÷ÀÌ,420,Master,194,73,376,325,54%
¸ÅÀÏÁ¹·Á¿ä,422,Master,192,107,243,196,55%
È²½ÃÇÑ,424,Master,191,65,289,258,53%
Imreallysorry,426,Master,188,124,584,551,51%
yulihong22,427,Master,185,139,655,629,51%
KKKuma,428,Master,189,148,864,816,51%
HLESy,430,Master,179,98,380,347,52%
»ó±æ³îÀÌ¸¦ÇÏ´Ù,431,Master,177,66,320,208,61%
ÀåÁÖ³ë¿¹,432,Master,175,52,161,93,63%
ºùµ¹¾ÆÆ¨°Ü¼­,433,Master,176,68,226,174,57%
ÃÊº¸Çõ¸í,434,Master,174,63,172,125,58%
NOºê·¡ÀÎ,435,Master,174,46,118,66,64%
nvshen,438,Master,169,71,264,175,60%
17»ìÁ¤±Û,440,Master,166,145,689,650,51%
LPLnoobadQAQ,443,Master,165,144,617,593,51%
ÀÎ¼º¾²·¹±â±è±Ù¼º,444,Master,201,107,597,555,52%
Autumnch,446,Master,164,165,907,880,51%
JinAirJustice,447,Master,183,157,699,675,51%
ÁöÁ¸Çù°î¸ó½ºÅÍ,448,Master,163,113,399,365,52%
LukaM0drlc,449,Master,118,156,910,890,51%
¾çÀÚ¸®¼Ò³â,450,Master,142,131,417,386,52%
ÅÚÆ÷´Ü°Ëµµ,451,Master,159,49,144,72,67%
ÀÚÆ÷ÀÚ±âÇÏ´Ù,452,Master,158,109,475,430,52%
ESSTroy,453,Master,158,93,228,184,55%
Á×ÀÌ´Ù,454,Master,157,95,291,250,54%
¸ğÆ¼ºê¶§¸®°í½Í´Ù,455,Master,157,35,49,27,64%
Á¤Ä¡Áú±ØÇøÇÔ,456,Master,156,73,224,181,55%
°­ºí¸°,459,Master,173,176,892,851,51%
°İ¼¼Áö°¨,460,Master,154,148,614,574,52%
³Ê´Â³¯±î¾ßÁö±»ÀÌ,461,Master,151,122,419,389,52%
xiaoshenkejiushu,462,Master,184,127,483,446,52%
SundayMonday,463,Master,150,54,166,90,65%
StandAchance,464,Master,149,124,546,506,52%
º¯Ãá¼ö,465,Master,104,91,270,236,53%
MangoDog,466,Master,147,197,1053,1023,51%
missii,467,Master,147,127,542,514,51%
OshinoSh1nobu,468,Master,187,45,112,50,69%
marcozyx,469,Master,146,182,1000,974,51%
liangjintu,470,Master,146,81,396,356,53%
botonlydie,471,Master,139,159,897,868,51%
Meeoow,473,Master,145,46,120,62,66%
±Í¿©¿îÅÂ¿ì,474,Master,144,106,693,611,53%
GenGAmbition,476,Master,143,153,829,799,51%
ÁöÀúµ¿¼ö´Ş,479,Master,148,47,170,101,63%
zlpgj,485,Master,177,110,683,624,52%
Mni,488,Master,137,153,782,744,51%
HLEMightybear,492,Master,135,110,627,559,53%
FLORNGPINAS,493,Master,135,67,282,196,59%
ArgentosicurO,494,Master,135,71,280,237,54%
douyu5294941,496,Master,134,45,139,80,63%
Kurifans,499,Master,131,143,603,582,51%
liilliliii,501,Master,113,120,670,621,52%
ÇØ»ê¹°shangdan,502,Master,130,120,425,395,52%
´ö±¸,503,Master,91,109,70,25,74%
¸¶¸¶µ·¿ö¸®,504,Master,129,75,332,289,53%
Á¸³ªÀßÇÔ,505,Master,129,38,95,33,74%
Pookyouo,506,Master,107,136,693,653,51%
Ä³ÀÎ,507,Master,127,129,563,517,52%
LonelyJug,508,Master,125,80,475,366,56%
xibaa,509,Master,126,78,401,308,57%
Route,510,Master,107,95,396,361,52%
fighttttt,511,Master,124,146,750,718,51%
·Ñ¸¶¿ì½º,512,Master,88,73,269,229,54%
71ÀÇ±âÀû,513,Master,125,67,255,204,56%
1.42754E+15,514,Master,123,52,167,134,55%
¹ÎÀÌ´Â,515,Master,130,197,800,753,52%
¾ÆÅ×³ªÂô,516,Master,102,111,511,479,52%
ÇìÀÌ½ºÆ®TV,517,Master,121,156,640,597,52%
Baim,518,Master,121,86,536,438,55%
10¿ÀÁö´Â¿øµô,519,Master,121,72,308,236,57%
¿ÜÃÄÁÖÀ¯¼Ò°«¶óÄ«,520,Master,121,128,264,231,53%
Kur1ko,521,Master,120,168,839,810,51%
¹è±×ÇÁ·ÎÁö¸Á,522,Master,153,149,841,794,51%
KKKuri,523,Master,120,156,834,799,51%
WWWMWMWMMWM,524,Master,120,147,721,694,51%
CryinFans,525,Master,119,93,401,371,52%
ÅÂ¾î³­±è¿¡»ç´Â¾Ö,526,Master,119,93,269,231,54%
¹ßÀüÇÏ´Â¸ğ½À,527,Master,119,64,244,183,57%
±º¹ã°«,528,Master,119,95,241,204,54%
ChineseCaptaiN,529,Master,115,55,180,100,64%
¸ÅµìÀ»°íÄ¡´Ù,530,Master,118,149,667,632,51%
ÁøÀç½Â,531,Master,22,114,511,482,51%
¿À³ªÀüÄ³¾È½À,532,Master,118,93,163,124,57%
¾çÄ¡ÇÏ°íÀÚ¶ó,533,Master,116,173,810,788,51%
iite,534,Master,116,121,510,470,52%
xTbLE,535,Master,116,92,419,387,52%
SKTT1M1D,536,Master,116,64,322,267,55%
³»µÚ¿¡¿øµô¸¸,537,Master,149,68,292,233,56%
ÁÖ±âÁö¸¶»ì·ÁÁÒ,538,Master,115,92,339,262,56%
Fairyhao,539,Master,115,74,299,244,55%
¹Ù³ª³ªÇĞ»ìÀÚ,540,Master,132,83,224,186,55%
592131523,541,Master,131,121,833,722,54%
Å©¸²È÷¾î·ÎÁîÆÒÀÓ,542,Master,114,116,544,485,53%
Èñ¹ÌÇÑ³ÊÀÇ¹Ì¼Ò,543,Master,108,201,179,143,56%
¿Í³ëÄí´Ï¼î±º,544,Master,113,124,702,664,51%
MuteM1d,545,Master,113,73,366,324,53%
pmHnm9,546,Master,112,46,133,80,62%
Zlote,547,Master,111,124,736,686,52%
Lokenfans,548,Master,111,37,53,29,65%
ÀÏ¹İ°ÔÀÓÇØ¼³ÀÚ,549,Master,110,76,343,287,54%
brrrr,550,Master,110,65,232,186,56%
Ã¢¿ÏÀÌ°¡ÃÖ°í,551,Master,110,100,190,124,61%
0¿õ,552,Master,116,49,103,36,74%
FuTuTa,553,Master,167,170,1080,1051,51%
ºÒ°¡¿ø,554,Master,109,123,752,678,53%
ÀÛÀº¹æÀ»Ã¤¿ì´Ù,555,Master,109,207,234,167,58%
SKTT1BIank,556,Master,108,102,384,362,51%
³ëÀ»ÀÌ±×¸°±×¸²,557,Master,108,87,342,297,54%
¶±¶ôÇÑ´Ù¾Æ¾Æ,558,Master,108,81,225,178,56%
Angelofans,559,Master,106,145,725,706,51%
ÃµÃµÈ÷¿Ã¶ó°¨,560,Master,106,155,690,649,52%
wldrcdqyuwnkvqmw,561,Master,106,121,617,583,51%
¹ĞÅ©Æ¼³ó¾÷Á¾»çÀÚ,562,Master,106,77,196,142,58%
BulyStaL,563,Master,105,118,506,452,53%
³»°¡ÀßÇß³×,564,Master,105,68,268,216,55%
¾ÖÇÃ¹«¹«,565,Master,105,66,139,121,53%
ÃÖ¾ÇÀÇ³¯,566,Master,105,47,123,80,61%
jinlanhua,567,Master,103,169,884,859,51%
T0PJayce,568,Master,103,117,558,531,51%
cherish0120,569,Master,103,81,395,353,53%
whymeet4diamond,570,Master,102,82,362,334,52%
Medic1,571,Master,102,73,265,234,53%
31¼¼¹«Á÷¹é¼ö,572,Master,101,70,307,270,53%
IIrrooGG,573,Master,119,97,329,282,54%
À¯ºñÀ¯ºñ,574,Master,84,199,315,286,52%
xuanyi9,575,Master,99,90,303,241,56%
PESK,576,Master,93,158,816,787,51%
FairyGyu,577,Master,98,61,150,93,62%
Teggun,578,Master,97,56,143,98,59%
ÇÇÇÑ°Í¸¸ÇÒ¼öÀÖ³Ä,579,Master,96,105,674,602,53%
EndorPhinB,580,Master,96,92,388,349,53%
¹ÌÁøÀÌµü±î¸®,581,Master,96,104,381,322,54%
ÇÑ¼­ÁØ,582,Master,95,137,754,721,51%
¾Ó88¿ë¶ì,583,Master,95,92,302,268,53%
YM601658101,584,Master,93,115,741,652,53%
kfo,585,Master,93,126,609,580,51%
È£¼Ä,586,Master,93,103,455,428,52%
½È±¸¿ä,587,Master,93,122,415,377,52%
°¡·Î¿ì½Äµô±³È¯,588,Master,109,86,280,235,54%
RankGameplayer1,589,Master,91,42,107,89,55%
34yuji,590,Master,89,95,350,324,52%
WayBackH0me,591,Master,88,131,642,622,51%
BOKGU,592,Master,109,94,354,325,52%
n37,593,Master,85,56,211,160,57%
shijiemomori,594,Master,87,70,375,320,54%
Gobelive,595,Master,86,73,419,356,54%
aNaT,596,Master,85,154,534,498,52%
Ãß¿ùÇØ,597,Master,85,76,262,218,55%
4¿ùÀÇ¿äÁ¤,598,Master,84,110,257,216,54%
ÁÒ´Ï¿¡¿ä,599,Master,84,68,144,59,71%
KCIRT,600,Master,60,70,202,171,54%
EdwinV,601,Master,81,45,79,45,64%
